,deeplob h=10 tau=0.1,logit-imbalance h=10 tau=0.1,lightgbm h=10 tau=0.1,selected
2026-08-31 13:46:00+00:00,-0.0010654446,0.0,-0.0032493231,0.0
2026-08-31 13:47:00+00:00,-0.0021337652,0.0,-0.0024566917,0.0
2026-08-31 13:48:00+00:00,-0.0023338501,0.0,-0.003648696,-0.0001152875
2026-08-31 13:49:00+00:00,-0.0015114102,0.0,-0.0026415021,0.0
2026-08-31 13:50:00+00:00,-0.0016714585,0.0,-0.0025389151,0.0
2026-08-31 13:51:00+00:00,-0.0017213728,0.0,-0.0033702171,-0.0001985881
2026-08-31 13:52:00+00:00,-0.0014425579,0.0,-0.0034479703,0.0
2026-08-31 13:53:00+00:00,-0.0005036514,0.0,-0.0024845603,0.0
2026-08-31 13:54:00+00:00,-0.0030424248,0.0,-0.0040434564,0.0
2026-08-31 13:55:00+00:00,-0.0015440333,0.0,-0.0036371579,0.0
2026-08-31 13:56:00+00:00,-0.0006222534,0.0,-0.0019908323,0.0
2026-08-31 13:57:00+00:00,-0.0013585819,0.0,-0.001620132,0.0
2026-08-31 13:58:00+00:00,-0.0019855175,0.0,-0.0016316867,0.0
2026-08-31 13:59:00+00:00,-0.0019772905,0.0,-0.0016634025,0.0
2026-08-31 14:00:00+00:00,-0.0014467918,0.0,-0.0019898932,0.0
2026-08-31 14:01:00+00:00,-0.0011487461,0.0,-0.0029355507,0.0
2026-08-31 14:02:00+00:00,-0.0018286351,0.0,-0.0021450483,0.0
2026-08-31 14:03:00+00:00,-0.0019574268,0.0,-0.0024585081,0.0
2026-08-31 14:04:00+00:00,-0.0021087289,0.0,-0.0020256436,0.0
2026-08-31 14:05:00+00:00,-0.0006584448,0.0,-0.0013994031,0.0
2026-08-31 14:06:00+00:00,-0.001338642,0.0,-0.0012539717,0.0
2026-08-31 14:07:00+00:00,-0.0005989343,0.0,-0.0013255735,0.0
2026-08-31 14:08:00+00:00,-0.0008389175,0.0,-0.0027504101,0.0
2026-08-31 14:09:00+00:00,-0.0017183875,0.0,-0.0017925811,0.0
2026-08-31 14:10:00+00:00,-0.0020435706,0.0,-0.002030592,-0.0003321621
2026-08-31 14:11:00+00:00,-0.0010367896,0.0,-0.0012839029,0.0
2026-08-31 14:12:00+00:00,-0.0017926308,0.0,-0.0027904778,0.0
2026-08-31 14:13:00+00:00,-0.0018351095,0.0,-0.0012982985,-0.0001460945
2026-08-31 14:14:00+00:00,-0.0014843934,0.0,-0.0015998594,0.0
2026-08-31 14:15:00+00:00,-0.001850393,0.0,-0.0020023988,0.0
2026-08-31 14:16:00+00:00,-0.0025830305,0.0,-0.0025962786,0.0
2026-08-31 14:17:00+00:00,-0.0023187458,0.0,-0.002275774,0.0
2026-08-31 14:18:00+00:00,-0.0019149359,0.0,-0.001650059,0.0
2026-08-31 14:19:00+00:00,-0.002401695,0.0,-0.0019544968,0.0
2026-08-31 14:20:00+00:00,-0.0009705134,0.0,-0.0016853851,0.0
2026-08-31 14:21:00+00:00,-0.0014361938,0.0,-0.0018553896,0.0
2026-08-31 14:22:00+00:00,-0.0006579124,0.0,-0.0014699907,0.0
2026-08-31 14:23:00+00:00,0.0001419593,0.0,-0.0004884113,0.0
2026-08-31 14:24:00+00:00,-0.0022032576,0.0,-0.0018887447,0.0
2026-08-31 14:25:00+00:00,-0.0015826135,0.0,-0.0016614172,0.0
2026-08-31 14:26:00+00:00,-0.000664233,0.0,-0.0017597789,-0.0001998715
2026-08-31 14:27:00+00:00,-0.0025079787,0.0,-0.002207291,0.0
2026-08-31 14:28:00+00:00,-0.0023261615,0.0,-0.0016705936,0.0
2026-08-31 14:29:00+00:00,-0.0020412988,0.0,-0.0029233298,0.0
2026-08-31 14:30:00+00:00,-0.0014869017,0.0,-0.0019407417,0.0
2026-08-31 14:31:00+00:00,-6.15993e-05,0.0,-0.0018655647,0.0
2026-08-31 14:32:00+00:00,-0.000118757,0.0,-0.0024660005,0.0
2026-08-31 14:33:00+00:00,-0.0003880052,0.0,-0.0005464787,0.0
2026-08-31 14:34:00+00:00,-0.0011911501,0.0,-0.0009747534,0.0
2026-08-31 14:35:00+00:00,-0.0015315338,0.0,-0.0016122097,0.0
2026-08-31 14:36:00+00:00,-0.0018001112,0.0,-0.0019683343,0.0
2026-08-31 14:37:00+00:00,-0.0024450941,0.0,-0.0031707077,0.0
2026-08-31 14:38:00+00:00,-0.0008610411,0.0,-0.0014880149,0.0
2026-08-31 14:39:00+00:00,-0.0023703806,0.0,-0.0026390615,0.0
2026-08-31 14:40:00+00:00,-0.000853542,0.0,-0.0018697789,0.0
2026-08-31 14:41:00+00:00,-0.0004530378,0.0,-0.000978917,0.0
2026-08-31 14:42:00+00:00,-0.0007637778,0.0,-0.0035112097,0.0
2026-08-31 14:43:00+00:00,-0.0016756129,0.0,-0.0046152803,0.0
2026-08-31 14:44:00+00:00,-0.0014010251,0.0,-0.0031012259,0.0
2026-08-31 14:45:00+00:00,-0.0012359429,0.0,-0.0040863748,0.0
2026-08-31 14:46:00+00:00,-0.0008966575,0.0,-0.0036854199,0.0
2026-08-31 14:47:00+00:00,-0.0013280311,0.0,-0.0032838543,0.0
2026-08-31 14:48:00+00:00,-0.000930808,0.0,-0.0037051018,0.0
2026-08-31 14:49:00+00:00,-0.0020055954,0.0,-0.0028046578,0.0
2026-08-31 14:50:00+00:00,-0.0020577511,0.0,-0.0033748259,0.0
2026-08-31 14:51:00+00:00,-0.001372813,0.0,-0.0026488895,0.0
2026-08-31 14:52:00+00:00,-0.0006358661,0.0,-0.0027946611,0.0
2026-08-31 14:53:00+00:00,-0.0010598081,0.0,-0.0035387626,0.0
2026-08-31 14:54:00+00:00,-0.0011010678,0.0,-0.0019874685,0.0
2026-08-31 14:55:00+00:00,-0.0017122336,0.0,-0.0038579252,0.0
2026-08-31 14:56:00+00:00,-0.0006942564,0.0,-0.0026807106,0.0
2026-08-31 14:57:00+00:00,-0.0001879839,0.0,-0.0027526614,0.0
2026-08-31 14:58:00+00:00,-0.0018746675,0.0,-0.003276428,0.0
2026-08-31 14:59:00+00:00,-0.0004860418,0.0,-0.0020749825,0.0
2026-08-31 15:00:00+00:00,-0.0015830163,0.0,-0.0029590109,0.0
2026-08-31 15:01:00+00:00,-0.0003465303,0.0,-0.0026980884,0.0
2026-08-31 15:02:00+00:00,-0.0005199281,0.0,-0.00225618,0.0
2026-08-31 15:03:00+00:00,-0.0014931698,0.0,-0.0020733658,0.0
2026-08-31 15:04:00+00:00,-0.0011551319,0.0,-0.0023787482,0.0
2026-08-31 15:05:00+00:00,-0.0011254946,0.0,-0.0020063019,0.0
2026-08-31 15:06:00+00:00,-0.0006163457,0.0,-0.0030619615,0.0
2026-08-31 15:07:00+00:00,-0.0007291224,0.0,-0.0036685377,0.0
2026-08-31 15:08:00+00:00,-0.0009397062,0.0,-0.0025180717,0.0
2026-08-31 15:09:00+00:00,-0.0006236812,0.0,-0.0027975325,0.0
2026-08-31 15:10:00+00:00,-0.0007118404,0.0,-0.0022524952,0.0
2026-08-31 15:11:00+00:00,-0.0011494552,0.0,-0.0012656804,0.0
2026-08-31 15:12:00+00:00,-0.0014269345,0.0,-0.0038810378,0.0
2026-08-31 15:13:00+00:00,-0.0009475531,0.0,-0.0027333765,0.0
2026-08-31 15:14:00+00:00,-0.0014482318,0.0,-0.0034656759,0.0
2026-08-31 15:15:00+00:00,-0.0006846093,0.0,-0.0037635368,0.0
2026-08-31 15:16:00+00:00,-0.0029475532,0.0,-0.0041523511,0.0
2026-08-31 15:17:00+00:00,-0.0007688031,0.0,-0.0028519971,0.0
2026-08-31 15:18:00+00:00,-0.0022061833,0.0,-0.0015672056,0.0
2026-08-31 15:19:00+00:00,-0.0020276843,0.0,-0.0009271409,0.0
2026-08-31 15:20:00+00:00,-0.0015098629,0.0,-0.0016403703,0.0
2026-08-31 15:21:00+00:00,-0.000786659,0.0,9.9651e-05,0.0
2026-08-31 15:22:00+00:00,-0.0014230935,0.0,-0.0019760447,0.0
2026-08-31 15:23:00+00:00,-0.0014752798,0.0,-0.003019239,0.0
2026-08-31 15:24:00+00:00,-0.001524494,0.0,-0.001272346,0.0
2026-08-31 15:25:00+00:00,-0.0016042806,0.0,-0.001508619,0.0
2026-08-31 15:26:00+00:00,-0.0006440175,0.0,-0.0007129364,0.0
2026-08-31 15:27:00+00:00,-0.0015385092,0.0,-0.0024143869,0.0
2026-08-31 15:28:00+00:00,-0.0016537371,0.0,-0.0024289392,0.0
2026-08-31 15:29:00+00:00,-0.0012156825,0.0,-0.0019440617,0.0
2026-08-31 15:30:00+00:00,-0.0010572831,0.0,-0.0021047467,0.0
2026-08-31 15:31:00+00:00,-0.0022855503,0.0,-0.0023659406,0.0
2026-08-31 15:32:00+00:00,-0.0020529179,0.0,-0.0030866142,0.0
2026-08-31 15:33:00+00:00,-0.0017846864,0.0,-0.0028243715,0.0
2026-08-31 15:34:00+00:00,-0.0017594985,0.0,-0.0016394548,0.0
2026-08-31 15:35:00+00:00,-0.0017769639,0.0,-0.0023777278,0.0
2026-08-31 15:36:00+00:00,-0.001457966,0.0,-0.0009598877,0.0
2026-08-31 15:37:00+00:00,-0.0014209125,0.0,-0.0017508899,0.0
2026-08-31 15:38:00+00:00,-0.0014383514,0.0,-0.0020522002,0.0
2026-08-31 15:39:00+00:00,-0.0021480309,0.0,-0.0023141445,0.0
2026-08-31 15:40:00+00:00,-0.0008005792,0.0,-0.001633026,0.0
2026-08-31 15:41:00+00:00,-0.0021689145,0.0,-0.0018018434,0.0
2026-08-31 15:42:00+00:00,-0.0019661747,0.0,-0.0019542779,0.0
2026-08-31 15:43:00+00:00,-0.0019800685,0.0,-0.0019169979,0.0
2026-08-31 15:44:00+00:00,-0.0022443745,0.0,-0.0025506589,0.0
2026-08-31 15:45:00+00:00,-0.0017608795,0.0,-0.0020955765,0.0
2026-08-31 15:46:00+00:00,-0.0010512131,0.0,-0.001488159,0.0
2026-08-31 15:47:00+00:00,-0.0019663509,0.0,-0.0030287595,0.0
2026-08-31 15:48:00+00:00,-0.001265992,0.0,-0.0016981662,0.0
2026-08-31 15:49:00+00:00,-0.0013758836,0.0,-0.0012426119,0.0
2026-08-31 15:50:00+00:00,-0.0018613017,0.0,-0.0019224841,0.0
2026-08-31 15:51:00+00:00,-0.0014192425,0.0,-0.002116059,0.0
2026-08-31 15:52:00+00:00,-0.0021323666,0.0,-0.0018330601,0.0
2026-08-31 15:53:00+00:00,-0.0007493665,0.0,-0.0017932556,0.0
2026-08-31 15:54:00+00:00,-0.0020575265,0.0,-0.0024180174,0.0
2026-08-31 15:55:00+00:00,-0.0017105485,0.0,-0.001528031,0.0
2026-08-31 15:56:00+00:00,-0.0023940072,0.0,-0.0027775232,0.0
2026-08-31 15:57:00+00:00,-0.0012001273,0.0,-0.0012126745,0.0
2026-08-31 15:58:00+00:00,-0.0010844677,0.0,-0.001600246,0.0
2026-08-31 15:59:00+00:00,-0.0012171478,0.0,-0.0015710738,0.0
2026-08-31 16:00:00+00:00,-0.0015619338,0.0,-0.0023861222,0.0
2026-08-31 16:01:00+00:00,-0.0008764255,0.0,-0.0024646352,0.0
2026-08-31 16:02:00+00:00,-0.0012455081,0.0,-0.0025701629,0.0
2026-08-31 16:03:00+00:00,-0.0012614128,0.0,-0.0011979041,0.0
2026-08-31 16:04:00+00:00,-0.0012424608,0.0,-0.0015111648,0.0
2026-08-31 16:05:00+00:00,-0.0015973172,0.0,-0.0020773581,0.0
2026-08-31 16:06:00+00:00,-0.0009725405,0.0,-0.0010725405,0.0
2026-08-31 16:07:00+00:00,-0.000900441,0.0,-0.0020980857,0.0
2026-08-31 16:08:00+00:00,-0.0001315631,0.0,-0.0008822107,0.0
2026-08-31 16:09:00+00:00,-0.0027149849,0.0,-0.0030951645,0.0
2026-08-31 16:10:00+00:00,-0.0009283397,0.0,-0.0015403921,0.0
2026-08-31 16:11:00+00:00,-0.0017240263,0.0,-0.0018204958,0.0
2026-08-31 16:12:00+00:00,-0.0007484665,0.0,-0.0014117537,0.0
2026-08-31 16:13:00+00:00,-0.0015185278,0.0,-0.0017922382,0.0
2026-08-31 16:14:00+00:00,-0.0022497501,0.0,-0.0015404885,0.0
2026-08-31 16:15:00+00:00,-0.0017247774,0.0,-0.0028047299,0.0
2026-08-31 16:16:00+00:00,-0.0013673735,0.0,-0.0017841806,0.0
2026-08-31 16:17:00+00:00,-0.0008736548,0.0,-0.0005590071,0.0
2026-08-31 16:18:00+00:00,-0.0010049969,0.0,-0.0009682743,0.0
2026-08-31 16:19:00+00:00,-0.001124439,0.0,-0.003780623,0.0
2026-08-31 16:20:00+00:00,-0.0014261786,0.0,-0.0008320171,0.0
2026-08-31 16:21:00+00:00,-0.0015344978,0.0,-0.0015333487,0.0
2026-08-31 16:22:00+00:00,-0.0015425192,0.0,-0.0012659488,0.0
2026-08-31 16:23:00+00:00,-0.0014587818,0.0,-0.0019599002,0.0
2026-08-31 16:24:00+00:00,-0.0016711351,0.0,-0.0017694064,0.0
2026-08-31 16:25:00+00:00,-0.0012500229,0.0,-0.0022496413,0.0
2026-08-31 16:26:00+00:00,-0.0009180516,0.0,-0.0011146305,0.0
2026-08-31 16:27:00+00:00,-0.0010019004,0.0,-0.0008019004,0.0
2026-08-31 16:28:00+00:00,-0.0009142786,0.0,-0.0007728231,0.0
2026-08-31 16:29:00+00:00,-0.0008002542,0.0,-0.0014002543,0.0
2026-08-31 16:30:00+00:00,-0.001285636,0.0,-0.0021222101,0.0
2026-08-31 16:31:00+00:00,-0.000887964,0.0,-0.0008916265,0.0
2026-08-31 16:32:00+00:00,-0.0022939465,0.0,-0.0018854012,0.0
2026-08-31 16:33:00+00:00,-0.000825972,0.0,-0.001153373,0.0
2026-08-31 16:34:00+00:00,-0.0017034276,0.0,-0.0014287386,0.0
2026-08-31 16:35:00+00:00,-0.0013438349,0.0,-0.001312547,0.0
2026-08-31 16:36:00+00:00,-0.001484464,0.0,-0.0015787875,0.0
2026-08-31 16:37:00+00:00,-0.0008918224,0.0,-0.0010947979,0.0
2026-08-31 16:38:00+00:00,-0.0008798088,0.0,-0.0014270836,0.0
2026-08-31 16:39:00+00:00,-0.0008997456,0.0,-0.0016702228,0.0
2026-08-31 16:40:00+00:00,-0.0010001272,0.0,-0.001523415,0.0
2026-08-31 16:41:00+00:00,-0.0002,0.0,-0.0007951613,0.0
2026-08-31 16:42:00+00:00,-0.0004,0.0,-0.0018608374,0.0
2026-08-31 16:43:00+00:00,-0.0004765201,0.0,-0.0011529056,0.0
2026-08-31 16:44:00+00:00,-0.0009393135,0.0,-0.0007048125,0.0
2026-08-31 16:45:00+00:00,-0.0006946712,0.0,-0.0005567395,0.0
2026-08-31 16:46:00+00:00,-0.0013000935,0.0,-0.0008694698,0.0
2026-08-31 16:47:00+00:00,-0.0008965525,0.0,-0.0013968001,0.0
2026-08-31 16:48:00+00:00,-0.0010253171,0.0,-0.0012882617,0.0
2026-08-31 16:49:00+00:00,-0.0011724871,0.0,-0.002051209,0.0
2026-08-31 16:50:00+00:00,-0.0016759941,0.0,-0.0022182919,0.0
2026-08-31 16:51:00+00:00,-0.0005265358,0.0,-0.0007264087,0.0
2026-08-31 16:52:00+00:00,-0.0009174902,0.0,-0.0014338783,0.0
2026-08-31 16:53:00+00:00,-0.0010631506,0.0,-0.0012648179,0.0
2026-08-31 16:54:00+00:00,-0.0009025314,0.0,-0.0009505989,0.0
2026-08-31 16:55:00+00:00,-0.0025703788,0.0,-0.0012638057,0.0
2026-08-31 16:56:00+00:00,-0.0004349123,0.0,-0.0013087372,0.0
2026-08-31 16:57:00+00:00,-0.0018925977,0.0,-0.0018773582,0.0
2026-08-31 16:58:00+00:00,-0.0021438793,0.0,-0.0019500674,0.0
2026-08-31 16:59:00+00:00,-0.001398096,0.0,-0.0018984774,0.0
2026-08-31 17:00:00+00:00,-0.0015506418,0.0,-0.0018763906,0.0
2026-08-31 17:01:00+00:00,-0.0019630576,0.0,-0.0020635663,0.0
2026-08-31 17:02:00+00:00,-0.0010150048,0.0,-0.0024879456,0.0
2026-08-31 17:03:00+00:00,-0.0010953734,0.0,-0.000771711,0.0
2026-08-31 17:04:00+00:00,-0.0008078281,0.0,-0.0008078281,0.0
2026-08-31 17:05:00+00:00,-0.0014099906,0.0,-0.0017857149,0.0
2026-08-31 17:06:00+00:00,-0.0012002439,0.0,-0.0018079119,0.0
2026-08-31 17:07:00+00:00,-0.0013257981,0.0,-0.001525671,0.0
2026-08-31 17:08:00+00:00,-0.0014902092,0.0,-0.0017352974,0.0
2026-08-31 17:09:00+00:00,-0.0014224144,0.0,-0.0014986254,0.0
2026-08-31 17:10:00+00:00,-0.0017798259,0.0,-0.0022132485,0.0
2026-08-31 17:11:00+00:00,-0.0015077559,0.0,-0.0015610102,0.0
2026-08-31 17:12:00+00:00,-0.0017190808,0.0,-0.0012395277,0.0
2026-08-31 17:13:00+00:00,-0.0026313004,0.0,-0.0024677591,0.0
2026-08-31 17:14:00+00:00,-0.0011697873,0.0,-0.0009134069,0.0
2026-08-31 17:15:00+00:00,-0.0011321432,0.0,-0.0011419128,0.0
2026-08-31 17:16:00+00:00,-0.001246883,0.0,-0.0014024764,0.0
2026-08-31 17:17:00+00:00,-0.0018121286,0.0,-0.0020633864,0.0
2026-08-31 17:18:00+00:00,-0.0017243119,0.0,-0.0016733556,0.0
2026-08-31 17:19:00+00:00,-0.0008179838,0.0,-0.0011458489,0.0
2026-08-31 17:20:00+00:00,-0.0007556868,0.0,-0.0023579687,0.0
2026-08-31 17:21:00+00:00,-0.0011759606,0.0,-0.0016262087,0.0
2026-08-31 17:22:00+00:00,-0.0011573944,0.0,-0.0016572672,0.0
2026-08-31 17:23:00+00:00,-0.0003997455,0.0,-0.0008997456,0.0
2026-08-31 17:24:00+00:00,-0.0016243562,0.0,-0.0013888846,0.0
2026-08-31 17:25:00+00:00,-0.0014099226,0.0,-0.0010938825,0.0
2026-08-31 17:26:00+00:00,-0.0018291728,0.0,-0.0017551475,0.0
2026-08-31 17:27:00+00:00,-0.0008952304,0.0,-0.0011601202,0.0
2026-08-31 17:28:00+00:00,-0.0007649483,0.0,-0.0009168383,0.0
2026-08-31 17:29:00+00:00,-0.0011009197,0.0,-2.64411e-05,0.0
2026-08-31 17:30:00+00:00,-0.0019597922,0.0,-0.0021805329,0.0
2026-08-31 17:31:00+00:00,-0.0020227854,0.0,-0.0017403722,0.0
2026-08-31 17:32:00+00:00,-0.0011864666,0.0,-0.0016698993,0.0
2026-08-31 17:33:00+00:00,-0.0008215986,0.0,-0.0007961565,0.0
2026-08-31 17:34:00+00:00,-0.0011492483,0.0,-0.0009200684,0.0
2026-08-31 17:35:00+00:00,-0.002006018,0.0,-0.0025180645,0.0
2026-08-31 17:36:00+00:00,-0.0009646338,0.0,-0.002168196,0.0
2026-08-31 17:37:00+00:00,-0.0012513861,0.0,-0.0011512589,0.0
2026-08-31 17:38:00+00:00,-0.0007793842,0.0,-0.0015416769,0.0
2026-08-31 17:39:00+00:00,-0.0005510422,0.0,-0.0005951987,0.0
2026-08-31 17:40:00+00:00,-0.0008067365,0.0,-0.0012540272,0.0
2026-08-31 17:41:00+00:00,-0.0019765765,0.0,-0.0025733184,0.0
2026-08-31 17:42:00+00:00,-0.0012257023,0.0,-0.0022147567,0.0
2026-08-31 17:43:00+00:00,-0.0012803743,0.0,-0.0018830293,0.0
2026-08-31 17:44:00+00:00,-0.0021088468,0.0,-0.0027873086,0.0
2026-08-31 17:45:00+00:00,-0.0019744677,0.0,-0.0016794256,0.0
2026-08-31 17:46:00+00:00,-0.0012181515,0.0,-0.0018127294,0.0
2026-08-31 17:47:00+00:00,-0.0006680522,0.0,-0.0009661503,0.0
2026-08-31 17:48:00+00:00,-0.0008454331,0.0,-0.000490026,0.0
2026-08-31 17:49:00+00:00,-0.0016286833,0.0,-0.0024111186,0.0
2026-08-31 17:50:00+00:00,-0.0009272658,0.0,-0.0014795533,0.0
2026-08-31 17:51:00+00:00,-0.0013853215,0.0,-0.0012205908,0.0
2026-08-31 17:52:00+00:00,-0.00209962,0.0,-0.001922485,0.0
2026-08-31 17:53:00+00:00,-0.0012731498,0.0,-0.0011543888,0.0
2026-08-31 17:54:00+00:00,-0.0010723712,0.0,-0.0020243411,0.0
2026-08-31 17:55:00+00:00,-0.0005494437,0.0,-0.000973992,0.0
2026-08-31 17:56:00+00:00,-0.0008002534,0.0,-0.0008,0.0
2026-08-31 17:57:00+00:00,-0.0006960332,0.0,-0.0003960331,0.0
2026-08-31 17:58:00+00:00,-0.0013480313,0.0,-0.0011757284,0.0
2026-08-31 17:59:00+00:00,-0.0006001267,0.0,-0.0005358702,0.0
2026-08-31 18:00:00+00:00,-0.0013245236,0.0,-0.0014013907,0.0
2026-08-31 18:01:00+00:00,-0.0012939312,0.0,-0.0014944386,0.0
2026-08-31 18:02:00+00:00,-0.0023714741,0.0,-0.0017966389,0.0
2026-08-31 18:03:00+00:00,-0.0013998731,0.0,-0.0012012688,0.0
2026-08-31 18:04:00+00:00,-0.0004969125,0.0,-0.0013585778,0.0
2026-08-31 18:05:00+00:00,-0.0012529119,0.0,-0.001833491,0.0
2026-08-31 18:06:00+00:00,-0.0003703235,0.0,-0.0011139894,0.0
2026-08-31 18:07:00+00:00,-0.0009519399,0.0,-0.0009998732,0.0
2026-08-31 18:08:00+00:00,0.0,0.0,-0.0003998732,0.0
2026-08-31 18:09:00+00:00,-0.0004,0.0,-0.0003997463,0.0
2026-08-31 18:10:00+00:00,0.0,0.0,-0.0005552258,0.0
2026-08-31 18:11:00+00:00,-0.0004745028,0.0,-0.0004745028,0.0
2026-08-31 18:12:00+00:00,-0.0007001268,0.0,-0.0010859271,0.0
2026-08-31 18:13:00+00:00,0.0,0.0,-0.0006,0.0
2026-08-31 18:14:00+00:00,-0.0006001267,0.0,-0.0012225603,0.0
2026-08-31 18:15:00+00:00,-0.0008271005,0.0,-0.0010268472,0.0
2026-08-31 18:16:00+00:00,-0.0014373294,0.0,-0.0009365684,0.0
2026-08-31 18:17:00+00:00,-0.0013721115,0.0,-0.0027163515,0.0
2026-08-31 18:18:00+00:00,-0.0015426287,0.0,-0.0019101063,0.0
2026-08-31 18:19:00+00:00,-0.001386061,0.0,-0.0016174306,0.0
2026-08-31 18:20:00+00:00,-0.0010738113,0.0,-0.0014740644,0.0
2026-08-31 18:21:00+00:00,-0.0004120065,0.0,-0.0010001266,0.0
2026-08-31 18:22:00+00:00,-0.0019898185,0.0,-0.0019568005,0.0
2026-08-31 18:23:00+00:00,-0.0018882219,0.0,-0.0019882219,0.0
2026-08-31 18:24:00+00:00,-0.0007714795,0.0,-0.0010277262,0.0
2026-08-31 18:25:00+00:00,-0.0015780007,0.0,-0.0013714398,0.0
2026-08-31 18:26:00+00:00,-0.0015908712,0.0,-0.0009522732,0.0
2026-08-31 18:27:00+00:00,-0.0011523875,0.0,-0.001291558,0.0
2026-08-31 18:28:00+00:00,-0.0006491968,0.0,-0.0006489434,0.0
2026-08-31 18:29:00+00:00,-0.0002001267,0.0,-0.0009975921,0.0
2026-08-31 18:30:00+00:00,-0.0009996198,0.0,-0.0014249658,0.0
2026-08-31 18:31:00+00:00,-0.0004960647,0.0,-0.0004893463,0.0
2026-08-31 18:32:00+00:00,9.4653e-05,0.0,4.2061e-05,0.0
2026-08-31 18:33:00+00:00,-0.001,0.0,-0.0008001267,0.0
2026-08-31 18:34:00+00:00,-0.0009171134,0.0,-0.000913438,0.0
2026-08-31 18:35:00+00:00,-0.0006974807,0.0,-0.0012974807,0.0
2026-08-31 18:36:00+00:00,-0.0009010621,0.0,-0.0014330532,0.0
2026-08-31 18:37:00+00:00,-0.0015926588,0.0,-0.0011424094,0.0
2026-08-31 18:38:00+00:00,-0.0008212631,0.0,-0.0013992378,0.0
2026-08-31 18:39:00+00:00,-0.0011809122,0.0,-0.0010807354,0.0
2026-08-31 18:40:00+00:00,-0.0011201325,0.0,-0.0012189804,0.0
2026-08-31 18:41:00+00:00,-0.0019135186,0.0,-0.0025871347,0.0
2026-08-31 18:42:00+00:00,-0.0010664062,0.0,-0.0015158565,0.0
2026-08-31 18:43:00+00:00,-0.000624451,0.0,-0.0014766573,0.0
2026-08-31 18:44:00+00:00,-0.0017908542,0.0,-0.0022306249,0.0
2026-08-31 18:45:00+00:00,-0.0013521069,0.0,-0.0022989981,0.0
2026-08-31 18:46:00+00:00,-0.0006430936,0.0,-0.0007430936,0.0
2026-08-31 18:47:00+00:00,-0.0014818182,0.0,-0.0025373538,0.0
2026-08-31 18:48:00+00:00,-0.0008112096,0.0,-0.0017894328,0.0
2026-08-31 18:49:00+00:00,-0.0013236993,0.0,-0.0020349018,0.0
2026-08-31 18:50:00+00:00,-0.0012662313,0.0,-0.0008346035,0.0
2026-08-31 18:51:00+00:00,-0.001000253,0.0,-0.0015998735,0.0
2026-08-31 18:52:00+00:00,-0.0007703492,0.0,-0.0015427715,0.0
2026-08-31 18:53:00+00:00,-0.0008013005,0.0,-0.0016095277,0.0
2026-08-31 18:54:00+00:00,-0.0011249506,0.0,-0.0013736749,0.0
2026-08-31 18:55:00+00:00,-0.0010847828,0.0,-0.0013582054,0.0
2026-08-31 18:56:00+00:00,-0.000851417,0.0,-0.0011487646,0.0
2026-08-31 18:57:00+00:00,-0.0005944813,0.0,-0.001649137,0.0
2026-08-31 18:58:00+00:00,-0.0006280028,0.0,-0.000999659,0.0
2026-08-31 18:59:00+00:00,-0.0001555402,0.0,-0.0005302295,0.0
2026-08-31 19:00:00+00:00,-0.0003991878,0.0,-0.000845731,0.0
2026-08-31 19:01:00+00:00,-0.0004001265,0.0,-0.0007,0.0
2026-08-31 19:02:00+00:00,0.0,0.0,-0.0010997471,0.0
2026-08-31 19:03:00+00:00,-0.0008,0.0,-0.0008068946,0.0
2026-08-31 19:04:00+00:00,-0.0013494004,0.0,-0.0015495269,0.0
2026-08-31 19:05:00+00:00,-0.0015745828,0.0,-0.00151843,0.0
2026-08-31 19:06:00+00:00,-0.0001219767,0.0,-4.6866e-05,0.0
2026-08-31 19:07:00+00:00,-0.0006854659,0.0,-0.0007855922,0.0
2026-08-31 19:08:00+00:00,-0.000736384,0.0,-0.0008710805,0.0
2026-08-31 19:09:00+00:00,-0.000832714,0.0,-0.0008477344,0.0
2026-08-31 19:10:00+00:00,-0.0001775607,0.0,-0.000569012,0.0
2026-08-31 19:11:00+00:00,-0.0009726411,0.0,-0.0010727674,0.0
2026-08-31 19:12:00+00:00,-0.0005748636,0.0,-0.0005747373,0.0
2026-08-31 19:13:00+00:00,-0.00037172,0.0,-0.0009800208,0.0
2026-08-31 19:14:00+00:00,-0.0001923848,0.0,-0.0011494628,0.0
2026-08-31 19:15:00+00:00,-0.0010107028,0.0,-0.001187569,0.0
2026-08-31 19:16:00+00:00,-0.0002001264,0.0,-0.0002,0.0
2026-08-31 19:17:00+00:00,-0.0005998736,0.0,-0.0008,0.0
2026-08-31 19:18:00+00:00,-0.0012170289,0.0,-0.0019188499,0.0
2026-08-31 19:19:00+00:00,-0.0004998735,0.0,-0.0005,0.0
2026-08-31 19:20:00+00:00,-0.0018014676,0.0,-0.0017627832,0.0
2026-08-31 19:21:00+00:00,-9.77412e-05,0.0,-0.0002976147,0.0
2026-08-31 19:22:00+00:00,-0.0006,0.0,-0.0017753861,0.0
2026-08-31 19:23:00+00:00,-0.0007689606,0.0,-0.0022722925,0.0
2026-08-31 19:24:00+00:00,-0.0007229897,0.0,-0.0014906166,0.0
2026-08-31 19:25:00+00:00,-0.0002001265,0.0,-0.0004226894,0.0
2026-08-31 19:26:00+00:00,-0.0002001265,0.0,-0.0008003795,0.0
2026-08-31 19:27:00+00:00,-0.0005062563,0.0,-0.0011067029,0.0
