Date,spy,vix,ret
2010-01-05,84.80237579345703,19.350000381469727,0.002643926375367478
2010-01-06,84.86206817626953,19.15999984741211,0.0007036522665426759
2010-01-07,85.22028350830078,19.059999465942383,0.004212263743290201
2010-01-08,85.50389862060547,18.1299991607666,0.0033224979574670854
2010-01-11,85.62332153320312,17.549999237060547,0.0013957210533428466
2010-01-12,84.82475280761719,18.25,-0.009370297337667033
2010-01-13,85.54121398925781,17.850000381469727,0.00841089824260699
2010-01-14,85.77255249023438,17.6299991607666,0.002700759505179562
2010-01-15,84.80982208251953,17.90999984741211,-0.011287691733143923
2010-01-19,85.86957550048828,17.579999923706055,0.012418218623288624
2010-01-20,84.99642944335938,18.68000030517578,-0.010220332099283524
2010-01-21,83.36202239990234,22.270000457763672,-0.01941641031324437
2010-01-22,81.50369262695312,27.309999465942383,-0.02254451121945955
2010-01-25,81.92164611816406,25.40999984741211,0.0051149277785818015
2010-01-26,81.57832336425781,24.549999237060547,-0.00419967367087537
2010-01-27,81.96640014648438,23.139999389648438,0.004745827346543052
2010-01-28,81.02607727050781,23.729999542236328,-0.011538364509283916
2010-01-29,80.14546966552734,24.6200008392334,-0.010927690213407892
2010-02-01,81.39176940917969,22.59000015258789,0.015430800728741367
2010-02-02,82.37686157226562,21.479999542236328,0.012030436333269279
2010-02-03,81.96640014648438,21.600000381469727,-0.004995182339318838
2010-02-04,79.43645477294922,26.079999923706055,-0.0313520179720399
2010-02-05,79.60066223144531,26.110000610351562,0.0020650212974402393
2010-02-08,79.02599334716797,26.510000228881836,-0.0072455842466458975
2010-02-09,80.01856994628906,26.0,0.012481904006206967
2010-02-10,79.86188507080078,25.399999618530273,-0.0019600260160990146
2010-02-11,80.69771575927734,23.959999084472656,0.010411563488256448
2010-02-12,80.63054656982422,22.729999542236328,-0.0008327021237892751
2010-02-16,81.89923858642578,22.25,0.015612126532590587
2010-02-17,82.28733825683594,21.719999313354492,0.004727553259219697
2010-02-18,82.7724380493164,20.6299991607666,0.005877884969916813
2010-02-19,82.94406127929688,20.020000457763672,0.0020712879168272025
2010-02-22,82.9590072631836,19.940000534057617,0.00018017730544084287
2010-02-23,81.95147705078125,21.3700008392334,-0.012219268566232344
2010-02-24,82.70525360107422,20.270000457763672,0.00915579719058357
2010-02-25,82.59331512451172,20.100000381469727,-0.001354379466642186
2010-02-26,82.64556121826172,19.5,0.0006323705007851288
2010-03-01,83.50382232666016,19.260000228881836,0.010331290119623304
2010-03-02,83.73514556884766,19.059999465942383,0.0027663814554967914
2010-03-03,83.80982208251953,18.829999923706055,0.0008914206098067368
2010-03-04,84.06354522705078,18.719999313354492,0.0030227944050045252
2010-03-05,85.26507568359375,17.420000076293945,0.014191937745794192
2010-03-08,85.28001403808594,17.790000915527344,0.0001751836368288906
2010-03-09,85.42181396484375,17.920000076293945,0.0016613759914907433
2010-03-10,85.80240631103516,18.56999969482422,0.004445550663093378
2010-03-11,86.16063690185547,18.059999465942383,0.004166373219821828
2010-03-12,86.1681137084961,17.579999923706055,8.677375793375575e-05
2010-03-15,86.19048309326172,18.0,0.000259567962449303
2010-03-16,86.8770980834961,17.690000534057617,0.007934687570717358
2010-03-17,87.39205932617188,16.90999984741211,0.005909969947624383
2010-03-18,87.34725952148438,16.6200008392334,-0.0005127615921196593
2010-03-19,86.90512084960938,16.969999313354492,-0.005074703941322589
2010-03-22,87.36973571777344,16.8700008392334,0.00533199083413205
2010-03-23,87.9842300415039,16.350000381469727,0.007008644902374961
2010-03-24,87.55709075927734,17.549999237060547,-0.004866547924818221
2010-03-25,87.41472625732422,18.399999618530273,-0.0016272853056715775
2010-03-26,87.36225891113281,17.770000457763672,-0.0006003919534016688
2010-03-29,87.91678619384766,17.59000015258789,0.0063273865105895055
2010-03-30,87.97674560546875,17.1299991607666,0.000681769401412069
2010-03-31,87.67700958251953,17.59000015258789,-0.0034128084942297576
2010-04-01,88.27649688720703,17.469999313354492,0.006814182182369954
2010-04-05,88.99589538574219,17.020000457763672,0.008116350645622106
2010-04-06,89.20571899414062,16.229999542236328,0.0023549024075277813
2010-04-07,88.69613647460938,16.6200008392334,-0.005728820667664003
2010-04-08,89.00338745117188,16.479999542236328,0.003458099109796997
2010-04-09,89.58789825439453,16.139999389648438,0.006545816476892341
2010-04-12,89.73026275634766,15.579999923706055,0.0015878428717090998
2010-04-13,89.79771423339844,16.200000762939453,0.0007514314075791617
2010-04-14,90.81689453125,15.59000015258789,0.011285810406013397
2010-04-15,90.89179992675781,15.890000343322754,0.0008244558684902259
2010-04-16,89.44552612304688,18.360000610351562,-0.016039993977269518
2010-04-19,89.78270721435547,17.34000015258789,0.003762593457763863
2010-04-20,90.58458709716797,15.729999542236328,0.008891691468387641
2010-04-21,90.41972351074219,16.31999969482422,-0.0018216542077107434
2010-04-22,90.68949890136719,16.469999313354492,0.002979148014226496
2010-04-23,91.2815170288086,16.6200008392334,0.00650675288198066
2010-04-26,90.93672943115234,17.469999313354492,-0.003784341204425168
2010-04-27,88.78604125976562,22.809999465942383,-0.023934539099239593
2010-04-28,89.46050262451172,21.079999923706055,0.007567771794930067
2010-04-29,90.56959533691406,18.440000534057617,0.012321348001162136
2010-04-30,89.03335571289062,22.049999237060547,-0.01710748160811093
2010-05-03,90.18739318847656,20.190000534057617,0.012878569396701955
2010-05-04,88.06665802001953,23.84000015258789,-0.023795646968895134
