date,"EventDrift[react,10]","EventDrift[sent,10]","EventDrift[resid,10]"
2022-02-02,0.01280614248432724,-0.0015003661337831375,-0.0011583524158797864
2022-02-03,0.002717936347633636,-0.007072424340238496,-0.0071433177935351
2022-02-04,-0.0029452483271752107,0.0011080953119018693,0.00163340738809975
2022-02-07,0.0031375779426973125,-0.006185375031282742,-0.006230302451096693
2022-02-08,-0.005231952666507345,0.0036171554756305895,0.003378591711572167
2022-02-09,-0.004006261697967346,4.6188618377579244e-05,0.00013055427407843568
2022-02-10,-0.005846648972321757,0.00155726450747261,0.0020993866083052416
2022-02-11,0.006209188995104571,-0.007599155996425354,-0.007217064447432688
2022-02-14,0.0009427055253162574,0.004367986413641668,0.004320972352578164
2022-02-15,-0.0005085031117947502,0.002875614326362145,0.00295675545013776
2022-02-16,0.0033476941712426286,-0.0008431612280600368,-0.0003396949905655634
2022-02-17,0.004063008167443521,-0.0023198625858506855,-0.000365272447304161
2022-02-18,-0.0023315741405936395,-0.009425523322767478,-0.008568852196017943
2022-02-22,-0.009741313400453101,-0.00460419820025276,-0.005110721290623623
2022-02-23,0.00719268080978145,-0.001556765237546132,-9.336019320738918e-05
2022-02-24,-0.01602038153511708,0.004395309503606146,0.004680626134384456
2022-02-25,0.0003918466085545591,-0.0010493961842348279,-0.0008409315356856668
2022-02-28,0.007805707629291272,-0.00028544715199270985,0.0013184852795021518
2022-03-01,0.005643641702600343,0.00021683076039838976,0.0010680999751575702
2022-03-02,-0.0019603378839326484,-0.0015855805346925533,-0.002253707762268741
2022-03-03,0.011869442785986164,-0.0013777981381075854,-0.0014342497510108111
2022-03-04,0.011143858019975056,-0.008263041361054798,-0.008263041361054798
2022-03-07,-0.01202585654388902,0.004176916301288207,0.004176916301288207
2022-03-08,-0.009059137083686001,-0.0048514559622808975,-0.0048514559622808975
2022-03-09,0.005651052243028791,0.009131161001664473,0.009131161001664473
2022-03-10,-0.004030982414855974,0.0003256642675247152,0.0003256642675247152
2022-03-11,-0.019741670675860443,-0.020621439606257303,-0.020621439606257303
2022-03-14,-0.005581576671497971,-0.0025078982068340245,-0.0025078982068340245
2022-03-15,0.017420983252514705,-0.019240310663517092,-0.019240310663517092
2022-03-16,-0.0021175536694835575,-0.0026862279151467125,-0.0026862279151467125
2022-03-17,-0.001,0.0010739280998826105,0.0010739280998826105
2022-03-18,0.0,-0.010752453038822817,-0.010752453038822817
2022-03-21,0.0,-0.003333626677847224,-0.003333626677847224
2022-03-22,0.0,-0.001,-0.001
2022-03-23,0.0,0.0,0.0
2022-03-24,0.0,0.0,0.0
2022-03-25,0.0,0.0,0.0
2022-03-28,0.0,0.0,0.0
2022-03-29,0.0,0.0,0.0
2022-03-30,0.0,0.0,0.0
2022-03-31,0.0,0.0,0.0
2022-04-01,0.0,0.0,0.0
2022-04-04,0.0,0.0,0.0
2022-04-05,0.0,0.0,0.0
2022-04-06,0.0,0.00010802036278261288,0.00010802036278261288
2022-04-07,0.0,-0.001,-0.001
2022-04-08,0.0,0.012230749101264829,0.012230749101264829
2022-04-11,0.0,-0.0003032816638167014,-0.0003032816638167014
2022-04-12,0.0,0.003342459874390147,0.003342459874390147
2022-04-13,0.0,-0.023947753136672082,-0.023947753136672082
2022-04-14,0.0016427094725367532,0.013932837838906599,0.013932837838906599
2022-04-18,0.003614909724426407,-0.016229084411859423,-0.016229084411859423
2022-04-19,0.01323862539628078,-0.019213002625420653,-0.019213002625420653
2022-04-20,0.006673023920118418,-0.012279499817808227,-0.01270633804312564
2022-04-21,0.0033811899856990507,-0.008558062938934893,-0.006875439661967622
2022-04-22,0.0034846249021045906,-0.0034984137342672214,-0.0027552997681063863
2022-04-25,-0.0012420838201804224,-0.002719516051778761,-0.002666060893263258
2022-04-26,-0.007319520082828048,-0.006126831681375368,-0.006242001438213704
2022-04-27,0.01874870359721931,-0.002483685494357911,-0.004126391989488848
2022-04-28,-0.0047147217087197095,0.0014080688563277,0.0014181639127625201
2022-04-29,0.0002552155939007153,-0.001842806855753415,-0.002645995028904077
2022-05-02,0.0017331393456586736,-0.003183106739374408,-0.004216096578390228
2022-05-03,-0.0037622390534021687,0.003731461512286468,0.004333096593906083
2022-05-04,0.0030782323896671013,0.002573664088993353,0.001623387071451437
2022-05-05,-0.0024138686524913097,-0.002985167322893255,-0.003630698429282412
2022-05-06,-0.00027287532528286445,-0.004530452372013391,-0.004959054089283946
2022-05-09,-0.008916671325434505,-0.0027153792647153915,-0.0031883888511313346
2022-05-10,0.00046956124240568153,-0.002986594864178228,-0.0036528067222776866
2022-05-11,-0.0024851777082095425,-0.002093892868085249,-0.00306474816007645
2022-05-12,0.0010054612256816353,0.0009919300459347233,0.0006482109152334614
2022-05-13,0.0028174138482139417,0.002918401196800628,0.0037659701835213466
2022-05-16,0.001816297210810322,0.006218851621081041,0.007757657797929469
2022-05-17,0.0019418787304680792,0.0006609938065157842,0.00027233786595150613
2022-05-18,0.0032342892244004275,-9.430360389977633e-05,-0.0013948596950399907
2022-05-19,0.006956028319105581,0.01717055997272174,0.01370767567280845
2022-05-20,-0.0018371325800334638,-0.0029801984483382206,-0.0038713360428881505
2022-05-23,-0.010429030668347172,-0.014233335645215905,-0.012676432113212214
2022-05-24,0.0005818601839173065,0.013978614949205673,0.013823059393650118
2022-05-25,-0.008748440469307745,-0.05723991055792186,-0.05590420539507826
2022-05-26,-0.007129234865627735,-0.02636991290078027,-0.026009814369519525
2022-05-27,0.015926749449616962,-0.012612840883546797,-0.012393172727688001
2022-05-31,-0.0010441103119839387,0.007482435766439335,0.0071599526439031225
2022-06-01,0.009970888657592701,0.02393465451745994,0.020906778847675278
2022-06-02,0.009328083953120837,-0.0056641143925829215,-0.00493433159987517
2022-06-03,0.011461856993232836,-0.014643095616150266,-0.014461099249775256
2022-06-06,-0.00454289300062027,0.02111408650767293,0.018566163427220197
2022-06-07,0.017007634496188646,-0.0123270415931296,-0.011825756157553357
2022-06-08,-0.005675074905624133,0.012510557935185171,0.011857800801504718
2022-06-09,-0.031021135712354552,0.03165938842614023,0.03146494398169579
2022-06-10,-0.03837926151238766,0.026907244082531076,0.026907244082531076
2022-06-13,-0.015701264506512987,0.017251721003287368,0.017251721003287368
2022-06-14,-0.001,-0.001089691660048612,-0.001089691660048612
2022-06-15,0.0,0.018146956283045006,0.01888614187260635
2022-06-16,0.0,-0.0009999999999999998,0.010313864780396515
2022-06-17,0.0,0.0,-0.001
2022-06-21,0.0,0.0,0.0
2022-06-22,0.0,0.0,0.0
2022-06-23,0.0,0.0,0.0
2022-06-24,0.0,0.0,0.0
2022-06-27,0.0,0.0,0.0
2022-06-28,0.0,0.0,0.0
2022-06-29,0.0,0.0,0.0
2022-06-30,0.0,0.0,0.0
2022-07-01,0.0,0.0,0.0
2022-07-05,0.0,0.0,0.0
2022-07-06,0.0,0.0,0.0
2022-07-07,0.0,0.0,0.0
2022-07-08,0.0,-0.0032662398220609117,0.0011280024114437301
2022-07-11,0.0,0.01608152561364118,0.023353375638045938
2022-07-12,0.0,-0.001,-0.001
2022-07-13,0.0,-0.011020525079451015,-0.011013612146768725
2022-07-14,0.0,-0.027143744204331768,-0.021986772934518364
2022-07-15,0.0,-0.021878154070608814,-0.02565086578437969
2022-07-18,-0.00433020161369646,0.006634684332887238,0.005358401934651387
2022-07-19,0.010528744270379142,-0.013264117689797237,-0.013264117689797237
2022-07-20,-0.010660240203387978,-0.009842757516250366,-0.009842757516250366
2022-07-21,-0.0002657881803583438,-0.0002090862857650423,-0.0002090862857650423
2022-07-22,0.011536151290663118,-0.004951690378246491,-0.004951690378246491
2022-07-25,-0.0031052232856114055,0.0005868671148342348,0.0019166454359265239
2022-07-26,-0.001020156688144537,-0.003663139357941645,-0.004754424972934908
2022-07-27,0.005562775118287175,0.0030495704006847993,0.004701308274913489
2022-07-28,-0.006399618539239866,-0.0004989788585310045,-0.0005660628537302555
2022-07-29,0.005386397095621619,-0.001778795309736544,-0.004647511150184936
2022-08-01,-0.004559489539093631,-0.006284999043791721,-0.007334961012628939
2022-08-02,0.00513790366035755,0.0070527643430458205,0.008034218636013994
2022-08-03,0.00227419953354764,-0.002387781373408265,-0.0016471251760629129
2022-08-04,-0.002467172660220041,-0.0041237453969071875,-0.004462222957394993
2022-08-05,0.0009323366543720433,0.010505175066359302,0.011227367593801657
2022-08-08,-0.004473633220526741,0.0009867263311180425,0.0006722934537505486
2022-08-09,0.010381453178733785,0.005241757476134846,0.004963957983205731
2022-08-10,-0.002190310762346337,-0.002282318001861831,-0.0003321881345736732
2022-08-11,-0.0053173703678623,-0.002975710116890172,-0.0033768034761475427
2022-08-12,-0.0011377606792931931,-0.00014178738055432307,0.0005397002700981764
2022-08-15,0.005988183207163848,0.0007767013699535267,0.0009693694128659634
2022-08-16,-0.002906274414724959,-0.0013101838452499498,-0.0012405031173413094
2022-08-17,0.006679941358318998,-0.004060073416578102,-0.0050153403104790965
2022-08-18,0.0026257344344013944,-0.011380879873864267,-0.012855713364634867
2022-08-19,-0.002034274855683883,0.00304516879313532,0.002114677116999176
2022-08-22,-0.001688856927046219,0.007404928154291843,0.009345818748102976
2022-08-23,-0.009166368208475106,-0.004251869434450992,-0.0028339981527084382
2022-08-24,0.009118623695060541,-0.003951238044993725,-0.003047983230952284
2022-08-25,0.004013068228862687,-0.0174312450252833,-0.015785933910825063
2022-08-26,0.006562983671200914,-0.001872327820258322,-0.005366230872801436
2022-08-29,0.002981639096773423,-0.003112737046726797,-0.007691631588322922
2022-08-30,-0.012106247764702465,0.0013286070020789862,0.006778529013913626
2022-08-31,-0.029128780293237837,0.005232336641052304,0.0181772674582711
2022-09-01,-0.001,-0.014243390311756613,-0.014780558544706566
2022-09-02,0.014570801472049942,0.006914221755378027,0.01774346744089475
2022-09-06,0.0072656390498701436,0.009232625790473147,0.012040106143644709
2022-09-07,-0.019469048941467972,-0.001534853944386292,-0.013991530989149448
2022-09-08,-0.01995949752734747,-0.006958125266660167,-0.022149264585746613
2022-09-09,-0.017579087718093002,-0.01259420998263985,-0.0214291746108831
2022-09-12,-0.001,0.014147952162566797,0.015147952162566798
2022-09-13,0.0,0.01812878774496285,0.01812878774496285
2022-09-14,0.0,0.009114900794818834,0.009114900794818834
2022-09-15,0.0,0.013538656311322183,0.013538656311322183
2022-09-16,0.0,-0.001,-0.001
2022-09-19,0.0,0.0,0.0
2022-09-20,0.0,0.0,0.0
2022-09-21,0.0,0.0,0.0
2022-09-22,0.0,0.0,0.0
2022-09-23,0.0,0.0,0.0
2022-09-26,0.0,0.0,0.0
2022-09-27,0.0,0.0,0.0
2022-09-28,0.0,0.0,0.0
2022-09-29,0.0,0.0,0.0
2022-09-30,0.0,0.0,0.0
2022-10-03,0.0,0.0,0.0
2022-10-04,0.0021412550408562063,0.0,0.0
2022-10-05,-0.008000110831241303,0.0,0.0
2022-10-06,0.02832962037485085,0.0,0.0
2022-10-07,-0.001,0.0,0.0
2022-10-10,0.0,0.014125851602826759,0.0
2022-10-11,0.0,-0.0013588517624266942,0.0
2022-10-12,0.0,0.011700580961279386,0.0
2022-10-13,0.0,-0.06077617913705865,-0.06197062828102007
2022-10-14,0.0,0.018441362877892612,0.015300123775067856
2022-10-17,0.0,-0.017005823600549107,-0.012668990927444288
2022-10-18,-0.005309061653572429,-0.001680721949511338,0.0012904235649333928
2022-10-19,-0.009155359562041415,0.0032091041610407558,0.003523408182609661
2022-10-20,-0.0029878525999856823,0.0011224068789172298,0.0019510795976780246
2022-10-21,0.001905518059409177,-0.0068989753660742194,-0.007896443237659126
2022-10-24,-0.00839978479929906,-0.001097664169229589,-0.0009947139562662746
2022-10-25,-0.012258660009479071,-0.007465210140580641,-0.0075719584690830555
2022-10-26,0.0034278223401612304,-7.31064628138366e-05,0.0016267921466064225
2022-10-27,0.006730773453819279,-0.0005368805349356062,0.00022585154568027137
2022-10-28,-0.0035407127446153972,-0.0035970666244055866,-0.004614649379171853
2022-10-31,0.0028028676372197914,0.0020209747133048865,0.00020516180347736378
2022-11-01,0.0018514295394210585,0.004710807993325524,0.00503111149598705
2022-11-02,0.0037870851593418925,0.0029992590190370963,0.0013658383336699986
2022-11-03,0.008794006299010487,0.002002637069136627,0.0004720089819020952
2022-11-04,-0.009707756828596412,-0.0075446816830769155,-0.005231107577407089
2022-11-07,-0.00523900793368197,-0.004665035404746237,-0.001805433638464203
2022-11-08,-0.002257018267245389,0.008754856490459623,0.008841139627402612
2022-11-09,-0.003978389897129287,-0.0017599962855139079,-0.0011669955487836722
2022-11-10,-0.007054828974626707,-0.010435836360778546,-0.010847129178042564
2022-11-11,-0.009917160596713286,-0.01340039455322544,-0.00936124339559123
2022-11-14,0.0012542704398420237,-0.0012277207521397275,-0.0010791192200940796
2022-11-15,-0.001660100338983586,-0.006244274268903113,-0.003669601278851909
2022-11-16,0.0014644035616354087,-0.0024752063636523398,-0.0025853244905595808
2022-11-17,-0.00028830193240906004,-0.00783673057013451,-0.01244112456273993
2022-11-18,-0.004957385093525366,-0.011484594826151709,-0.006861694611615557
2022-11-21,0.01825682824527047,-0.009237293090098278,-0.015840379902746442
2022-11-22,0.0021624831858304493,0.011660599635613837,-0.007050114837887204
2022-11-23,-0.006480690198076206,-0.01862945033788927,-0.014347646315860359
2022-11-25,-0.00421022361933386,0.004786981911526639,0.004836065751624242
2022-11-28,0.013011563143659248,0.002366946118138854,0.0037483234463247766
2022-11-29,0.0042644962595792405,-0.00035013749802564843,0.0005907764237097981
2022-11-30,0.0001285434927164576,-0.02107643385272633,-0.023260810407817665
2022-12-01,-0.00028344554960498425,0.012154382532876967,0.01130084736582082
2022-12-02,0.0011456012972348249,-0.0073988288635977355,-0.007232162196931068
2022-12-05,0.00290069148866784,0.008290355666590763,0.008290355666590763
2022-12-06,0.0028032321786650334,-0.001,-0.001
2022-12-07,0.006095589240010179,0.0,0.0
2022-12-08,0.01022674963124946,0.0,0.0
2022-12-09,-0.002,0.0,0.0
2022-12-12,0.0,0.0,0.0
2022-12-13,0.0,0.0,0.0
2022-12-14,0.0,0.0,0.0
2022-12-15,0.0,0.0,0.0
2022-12-16,0.0,-0.002089941319473731,0.0
2022-12-19,0.0,-0.020578180681830507,0.0
2022-12-20,0.0,0.012995245073766325,0.0
2022-12-21,0.0,0.005949250031551445,0.00844682838214032
2022-12-22,0.0,-0.0018126007855604185,-0.0009999999999999998
2022-12-23,0.0,0.0016109621989131905,-0.0013358626317904404
2022-12-27,0.0,0.004709508415532904,0.0012442792654241642
2022-12-28,0.0,-0.008501205143876778,-0.004017647335357211
2022-12-29,0.0,0.005723904841639139,0.01055175055653055
2022-12-30,0.0,0.003729913939262452,0.00587751536594734
2023-01-03,0.0,-0.001,-0.001
2023-01-04,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0
2023-01-09,0.0,0.0,0.0
2023-01-10,0.0,0.0,0.0
2023-01-11,0.0,0.0,0.0
2023-01-12,-0.0172446638551349,0.0,0.0
2023-01-13,0.025962913446639167,0.0,0.0
2023-01-17,0.014397535324084831,0.017565645866734942,0.017565645866734942
2023-01-18,-0.003697826067896147,-0.003606465863956963,-0.003606465863956963
2023-01-19,-0.0005260745353662696,-0.015313102362087418,-0.015313102362087418
2023-01-20,-0.003469645296764651,-0.002549415954374155,-0.002549415954374155
2023-01-23,0.01177599075342406,0.011395810073411674,0.011395810073411674
2023-01-24,-0.018966591400353144,0.00036087108945144454,0.00036087108945144454
2023-01-25,-0.0052065084656757275,0.005854017918510195,0.00326207462600797
2023-01-26,-0.0074107095005821,-0.0002080592536858846,0.0007861481259295287
2023-01-27,0.0016451449275765833,-0.008553719690732023,-0.00857734301992272
2023-01-30,-0.011161708598992803,0.0004666506224509251,-0.00037572686036906056
2023-01-31,0.0027816360284017884,-0.004382942861604953,-0.004736113051873028
2023-02-01,0.004915260429361217,-0.0063263486833401335,-0.005226057040165394
2023-02-02,-0.006854452501148618,-0.003216862703715612,-0.0028794644590342494
2023-02-03,0.003437159571997775,-0.002240750118722866,-0.0020050153875988156
2023-02-06,-0.0034847074738894477,0.0015046616351455165,0.0017105386674328242
2023-02-07,-0.002141969893532945,-0.0018684614860919192,-0.0011415047129857312
2023-02-08,-0.0023195200031025445,0.005372973826741693,0.005454704244839016
2023-02-09,-0.005715923013868216,0.0025610233055806085,0.0026171015886074776
2023-02-10,-0.002797978606000264,-0.002827689669477007,-0.0021368304746196137
2023-02-13,-0.0007624420484881834,-0.006714555655030291,-0.005981334366974659
2023-02-14,0.0061598873048929,0.005129429157385705,0.003047527967978479
2023-02-15,0.002437910204292797,-0.003108683123467257,-0.005010525263187617
2023-02-16,-0.0019886710911624665,0.0011383276354255036,0.0010716920265764263
2023-02-17,-0.011704292669340243,-0.001219215875450745,0.00497480020024178
2023-02-21,-0.00107713666459054,0.012944026119795237,0.015177107541673304
2023-02-22,0.004368622879969267,-0.006268749235971237,-0.008262274248565151
2023-02-23,0.0009397568267484056,0.0024507645569986393,0.003381051494253036
2023-02-24,0.001658073983474423,-0.0012737974680243408,-0.0030299668613037066
2023-02-27,0.0037230589911056667,0.0038886664302348667,0.0021589943534696837
2023-02-28,0.004508962365108877,-0.003537688360066537,-0.004591939312088947
2023-03-01,-0.010400594891139288,0.004844040875596234,0.005805161683461148
2023-03-02,0.016413825717588034,-0.007608432693956373,-0.009141282489367226
2023-03-03,0.0014098919110889338,0.004314251427969593,0.004465853474471698
2023-03-06,-0.0016660845333738002,0.00021040124327428595,-0.0010495251360583692
2023-03-07,0.014253130168130563,-0.00542601002135851,-0.0044002938489352585
2023-03-08,0.0015048315679173027,-0.0026418121449655533,-0.003926129272734264
2023-03-09,0.009527864438313926,-0.0054465943336740345,-0.005766137515357213
2023-03-10,0.0014682120205367114,-0.0008552413044000987,-0.0012930039513029414
2023-03-13,0.013025554270034406,0.012213967164253426,-0.013109254631968418
2023-03-14,0.02286557459497098,-0.017839063938080754,0.0022935635383597567
2023-03-15,0.007224103977146087,0.0024128340810010513,0.0014128340810010515
2023-03-16,-0.001,-0.001,-0.001
2023-03-17,0.0,0.0,0.0
2023-03-20,0.0,0.0,0.0
2023-03-21,0.0,0.0,0.0
2023-03-22,0.0,0.0,0.0
2023-03-23,0.0,0.0,0.0
2023-03-24,0.0,0.013783025145508023,0.013783025145508023
2023-03-27,0.0,-0.001,-0.001
2023-03-28,0.0,0.0,0.0
2023-03-29,0.01702675740395274,0.012434153284318943,0.012434153284318943
2023-03-30,-0.009330810872003215,0.0014717992243375524,0.007081671094728311
2023-03-31,-0.0049266478644222345,-0.004388423564185736,-0.0022662931460744867
2023-04-03,0.003915274543932396,0.007405362010513006,0.010821489894280268
2023-04-04,-0.015373222411505755,-0.006962665086648704,-0.005038893324615312
2023-04-05,-0.006061553059919807,-0.008492671381649608,-0.008186111684980735
2023-04-06,0.007121779577861401,-0.005145868739736468,-0.004760637389164545
2023-04-10,0.018794269210398624,0.004555001731050311,-0.0009999999999999998
2023-04-11,0.010493242617973752,0.010186496155278313,0.0
2023-04-12,-0.0245086329998022,-0.012741455751589515,0.0
2023-04-13,-0.001,-0.001,0.0
2023-04-14,0.0,0.0,0.0
2023-04-17,0.0,0.0,0.0
2023-04-18,0.0,0.0,0.0
2023-04-19,0.0,-0.010715781613468383,-0.010715781613468383
2023-04-20,-0.011046375441591087,-0.010914075421784684,-0.010914075421784684
2023-04-21,0.005231187782110574,0.001955514185041361,0.0027927243281048635
2023-04-24,0.0004470953846374418,-0.004363487784508718,-0.005587665592519557
2023-04-25,-0.0032266229473657104,-0.0026978578724152,-0.0021304904449296292
2023-04-26,0.0036131413556261672,-0.009368798012062042,-0.0093038235293519
2023-04-27,0.0047410657240330835,-0.0068163132695224695,-0.007571750717621647
2023-04-28,-0.010571735766735282,-0.002529752259500996,-0.001927992626100915
2023-05-01,0.006043365305732472,0.0014937429246016263,0.0013764089120276326
2023-05-02,0.009393914120929051,-0.004459832093354133,-0.003691574310043508
2023-05-03,0.0045925311872359285,0.004273038623462351,0.004891436078507594
2023-05-04,-0.008162335576715463,-0.008147553312856205,-0.0074895075112844135
2023-05-05,-0.007571077866605727,0.0009022096042807954,0.0009720664890389457
2023-05-08,0.004409389926070559,0.0011912246791991484,0.001947179121814315
2023-05-09,0.00047036583857880274,0.0019055554301015624,0.0012811025615590834
2023-05-10,0.003164454167515748,0.004413706699062805,0.003400018431941528
2023-05-11,-0.0014081997971384583,-0.0015045770745048244,-0.002148634131138025
2023-05-12,-0.006153912044220758,-0.007781244805143643,-0.00838729870398693
2023-05-15,0.0014790845691071968,-0.006687366402393982,-0.006531223828512996
2023-05-16,0.007403314818707744,-0.0024438019497356528,-0.0034180250522398525
2023-05-17,0.0016154697801750602,-0.011194022290141619,-0.011971162865485184
2023-05-18,-0.0025863878283500707,-0.0009558919888486882,0.0002452787392532449
2023-05-19,-0.005427117612390692,0.004660995829884876,0.004679702400400047
2023-05-22,-0.01354796170864454,-0.0021114253642695183,-0.002939857345466111
2023-05-23,0.005910562355165807,0.008999729660123478,0.009681969384487924
2023-05-24,0.010905012011848216,-0.009973667098961081,-0.00985245497774896
2023-05-25,-0.0017792578038924708,0.0036517509861119964,0.0036517509861119964
2023-05-26,0.009863678037633291,-0.02282423160636437,-0.02282423160636437
2023-05-30,0.00983666105524009,0.014011182306637058,0.014011182306637058
2023-05-31,-0.018856474456436248,0.014511841162667394,0.014511841162667394
2023-06-01,0.0204368640115591,-0.005394689548132047,-0.005394689548132047
2023-06-02,-0.009579038580985985,-0.008311532139796074,-0.008311532139796074
2023-06-05,0.014804017208820764,0.02797943685227013,0.02797943685227013
2023-06-06,-0.008122725838605814,-0.016273394968501217,-0.016273394968501217
2023-06-07,0.009250789940702275,-0.007398052397271027,-0.007398052397271027
2023-06-08,0.004080261334202938,-0.0008106688939339074,-0.0008106688939339074
2023-06-09,-0.0050100206770805,0.0047775895127945,0.0047775895127945
2023-06-12,-0.01755195083953537,-0.001,-0.001
2023-06-13,-0.018825699010516523,0.0,0.0
2023-06-14,-0.0009362027263482484,0.0,0.0
2023-06-15,-0.001,0.0,0.0
2023-06-16,0.0,0.0,0.0
2023-06-20,0.0,0.0,0.0
2023-06-21,0.0,0.0,0.0
2023-06-22,0.0,0.0,0.0
2023-06-23,0.0,0.0,0.0
2023-06-26,0.0,0.0,0.0
2023-06-27,0.0,0.0,0.0
2023-06-28,0.0,0.0,0.0
2023-06-29,0.0,0.0,0.0
2023-06-30,0.0,0.0,0.0
2023-07-03,0.0,0.0,0.0
2023-07-05,0.0,0.0,0.0
2023-07-06,0.0,0.0,0.0
2023-07-07,0.0,0.0,0.0
2023-07-10,0.0,0.0,0.0
2023-07-11,0.0,0.0,0.0
2023-07-12,0.0,0.0,0.0
2023-07-13,0.0,0.0,0.0
2023-07-14,0.0,0.0,0.0
2023-07-17,0.0,0.0,0.0
2023-07-18,0.0,0.0,0.0
2023-07-19,0.0,-0.010163451938846157,-0.010163451938846157
2023-07-20,0.008670136251206828,-0.007430391232618591,-0.014204323065726897
2023-07-21,-0.0023120426751284105,0.007952776206830615,0.012240345100849858
2023-07-24,0.00850412636695395,-0.0003859057870800991,-0.003732046264185435
2023-07-25,-0.002333501253782901,-0.0090128971092015,-0.007182037662587442
2023-07-26,0.007025413342176674,-0.014808238630460109,-0.01746446537545287
2023-07-27,0.009668504032776892,-0.006275177965502051,-0.006757382341693253
2023-07-28,-0.007263412016838994,-0.002716571203559167,-0.0040397573678543335
2023-07-31,-0.007076796854114767,0.002444695777374864,0.0026618050051909173
2023-08-01,-0.003053342141595578,0.00533703202800884,0.006723474725697313
2023-08-02,0.0030546233523683856,-0.0019303625937423926,-0.0024839859011327034
2023-08-03,0.0025304088101600793,-0.00445180954952889,-0.005414006396993936
2023-08-04,-0.00032969491795598483,-0.008111672032160941,-0.0069427453149467945
2023-08-07,0.004735795890078453,0.00665075162092841,0.005726412443498698
2023-08-08,0.0015598274385946209,-0.0058897750101335735,-0.005444558594906905
2023-08-09,-0.0005715727227681199,0.0014046799953815062,0.0009774068900537146
2023-08-10,0.0041297818133553205,0.0011907686205037149,0.00048459264487501656
2023-08-11,0.0032924112494958436,0.003784162920970099,0.003192317567126243
2023-08-14,-0.0030080380968828774,-0.00220234697447483,-0.0016646148406918775
2023-08-15,0.002768234812718434,0.0033140775505233868,0.0029419456331633118
2023-08-16,-0.000336192315979507,-0.0005039496279619605,4.879376468253983e-05
2023-08-17,-0.0003640227189309205,-0.0013612259373645638,0.001112135342334601
2023-08-18,0.0008081382602705362,0.0025682156449169883,0.0007982670198685997
2023-08-21,-0.003745502237636804,0.0015194033390602457,0.0011510003707456756
2023-08-22,0.0013265587494109073,0.005672199700822998,0.004797172952402457
2023-08-23,0.006048134482338322,-0.0022629136196076535,-0.002609124882071211
2023-08-24,-0.02079057987841335,0.007944657814842607,0.00781645268663748
2023-08-25,0.0032248746936122223,-0.0041924167473435855,-0.0041924167473435855
2023-08-28,0.008072002262819547,-0.0003570819785776979,-0.0003570819785776979
2023-08-29,0.020243760627332758,-0.00808342365182427,-0.00808342365182427
