,XLK,XLF,XLE,XLV,XLI,XLP,XLU,XLY,XLB,TLT,IEF,GLD,EFA,EEM
2009-11-30,0.13713271724846665,0.00777151333839885,0.0908679865289906,0.06673009033039999,-0.04321386261212757,0.19138492298196919,0.04008503772439762,0.05714087460717057,0.0028483210698057,0.04332576443117798,0.47532563872661693,0.10932982650006723,-0.044465062687553965,-0.13426376818777996
2009-12-31,0.14148396969439722,-0.0012120239207094364,0.08419554141037985,0.0722417389646408,-0.04675371794561782,0.1900083487577749,0.057340428660056314,0.07040541859389338,-0.001758758007043283,0.03556780976541842,0.4697264899049412,0.10187423259006925,-0.04123612558666367,-0.13188335288153724
2010-01-31,0.14645649957440057,-0.001944278155369355,0.08279805404436967,0.07448913039677776,-0.047260276417308164,0.18685479240683972,0.05444149912733849,0.07169089329603079,-0.002785782237501709,0.02992326920157224,0.47414015048953695,0.10475523239250902,-0.03917652125906104,-0.134382662860135
2010-02-28,0.14933519259483674,-0.0025326470986109487,0.07523806768452096,0.07315678740534931,-0.04934154405301775,0.18499266911503212,0.06062300400730999,0.0690487448152367,-0.00758179713344932,0.02775140924606752,0.4791795530775876,0.10403201432346267,-0.03151022031766881,-0.13239123366665684
2010-03-31,0.1496209697233427,-0.002068718086744018,0.07529393910472232,0.07283101462949526,-0.0511790515706064,0.18573014584311473,0.05931630205548165,0.0684919450526097,-0.007815282664212657,0.02683832586969688,0.48188042677191917,0.10379986430250171,-0.03256118041436279,-0.13017870061695824
2010-04-30,0.1484134449531186,-0.004218575079340631,0.0698892036242099,0.08564955314680668,-0.056980002433057814,0.1929081393719831,0.05499778028377391,0.05479898612211594,-0.0024531269923894618,0.025245650953643523,0.4830367791716031,0.09773079357282662,-0.021871582991179504,-0.12714704370411373
2010-05-31,0.1627755741277841,0.000603738648679302,0.0750033639633498,0.08131408576847525,-0.06296984480760974,0.19534059841973872,0.04776897746983602,0.0599334748002467,-0.015023269901358391,0.019569801127789707,0.5008301086535537,0.09241554030085222,-0.03495205716151028,-0.12261009140982702
2010-06-30,0.16430586820692203,0.001618109887969877,0.07474674559748325,0.08034133728333619,-0.0649228470279018,0.1956129714684154,0.047096420041090034,0.058224686904794015,-0.015976839722351723,0.015213993800383513,0.5088487536850128,0.09134512557053322,-0.03435682026024007,-0.12209750543544678
2010-07-31,0.169920320807363,0.00676763546528051,0.07541523689621761,0.0846866878717809,-0.06675556882189942,0.19184207409885767,0.04341576721580481,0.05647533074219705,-0.021692663195306286,0.0140214524086987,0.5117832241172162,0.09749239642624216,-0.04037513527288396,-0.12299675875956897
2010-08-31,0.17598102754805697,0.008656133349731848,0.080299138349138,0.08494755847283067,-0.06408077352463137,0.19166375667557464,0.0378035704513678,0.053949842201069693,-0.030179221756143064,0.00448233136029388,0.5215259422268728,0.09610926181422016,-0.035543457842225505,-0.12561510932615647
2010-09-30,0.16912369897411614,0.02031034655337663,0.07843797745721613,0.07335612759455944,-0.0832925218254257,0.19007447713438622,0.04362635301312124,0.04792895832569568,-0.0018294119638701451,0.014975549868580804,0.5387699969681377,0.08571461958812004,-0.0470135543223695,-0.1301826173656448
2010-10-31,0.15766198116870714,0.012697016347946321,0.08254780675702426,0.07593164557152061,-0.07194993776005047,0.18087097358678653,0.05503542284153956,0.05213836467263801,-0.01930167615152847,0.025950050579674006,0.5331146725006956,0.07929323860234368,-0.05463640207968263,-0.10935315663761408
2010-11-30,0.15896340916713989,0.01461791919431649,0.08549975777350087,0.07541718403770413,-0.06983599990122354,0.17829292427155202,0.05249483196619482,0.052946012937154716,-0.016227581306488617,0.028277653687031504,0.5304692476798751,0.08131047226108222,-0.060658196919143204,-0.1115676348486965
2010-12-31,0.165833144316245,0.019537341916101136,0.08823232295428814,0.07322275010627224,-0.07220110438845828,0.1816302410709736,0.05142648964296416,0.049381255738270576,-0.01499055216425444,0.024388991164618363,0.5315720914947734,0.08193813033269644,-0.06242392387858903,-0.11754717830590136
2011-01-31,0.16578985412063627,0.01915294200403652,0.08652396299283267,0.0732721236994676,-0.07107291388665325,0.1827330444398397,0.05180583388037777,0.04897183674849814,-0.01367432861106624,0.024805020218972487,0.5310711687501433,0.08173214127716404,-0.062492883511166754,-0.11861780212308212
2011-02-28,0.16357194453708757,0.01850564864176782,0.08504845793577871,0.07045295994305249,-0.06871717761897435,0.18286227151440138,0.05159069236734735,0.03916553038491879,-0.009366489329662607,0.020701368226511505,0.5464605635604455,0.07560070675407463,-0.07154569734129475,-0.10433077957545395
2011-03-31,0.15428615551845495,0.02071482127916191,0.08441213201503156,0.07549612688004212,-0.07135525088811495,0.18417912130424774,0.0649937396104946,0.044003422139429774,-0.013513586925424698,0.026875507529015234,0.541719169981677,0.06951526496955646,-0.09268032384464449,-0.08864629956892708
2011-04-30,0.1619492470416253,0.026522143980248245,0.09392074500952678,0.07887902223347434,-0.07353900970333353,0.17756061710977514,0.05892081766685237,0.03613411733798786,-0.004077756600773362,0.0387848429590785,0.55320094394503,0.05110154805066358,-0.11719606030586645,-0.082161218724289
2011-05-31,0.1704905846654052,0.027343660461815928,0.09649611518529384,0.07647848645935391,-0.0690924597776125,0.16755845153287063,0.048969194675790945,0.030653252930327002,-0.005695788491088133,0.04166516375868644,0.5514481313649475,0.056572378831215415,-0.11811316909583358,-0.07477400250117248
2011-06-30,0.1642818953825907,0.02474898305377385,0.09320656638558193,0.07812225283835816,-0.06572126674115625,0.15772111467063218,0.05353485251268401,0.03446779325272785,-0.0041069002273697985,0.034596150679073075,0.5619439075781026,0.055794401616846734,-0.1140934739544591,-0.07449627704738596
2011-07-31,0.14655432154100512,0.024947560101853256,0.09247073302299512,0.097398175677412,-0.06008049466868496,0.1616031534266064,0.060797874379768205,0.026954089361366586,-0.003505230730299837,0.029828279178809897,0.5632617396670685,0.04588249643239294,-0.11746961585865623,-0.06864308153163674
2011-08-31,0.15387945762870983,0.023375038286299513,0.09946729058514842,0.10403771329872419,-0.07087485096139215,0.16150274485168875,0.04396229619792188,0.022645668458344252,-0.000999046478804657,0.01777514466377666,0.5867925501016565,0.027410707725077893,-0.10327020118229538,-0.06570451317485583
2011-09-30,0.15245531848083535,0.024287885029658823,0.10003974039160969,0.10367716215183007,-0.0725328556531018,0.16185270694925077,0.04168222239858785,0.02187539360334574,0.0001239149467029037,0.00889062697157905,0.5983757225769587,0.027466154871994698,-0.10444095441582969,-0.0637530383034222
2011-10-31,0.1542718320343247,0.022169656787385163,0.09358238289826103,0.1018026543099264,-0.07697808063341358,0.16573934557560413,0.045607841120717446,0.022255463659274798,-0.00432479340574639,0.0036341883697805855,0.6079037952811238,0.025568220081138154,-0.0977392384118647,-0.06349326766651157
2011-11-30,0.15631464340210965,0.024020388773895843,0.09445582342464681,0.10040378497292538,-0.07862252269630955,0.1602301569706949,0.046068910711077535,0.022166059947191615,-0.005424895667940582,0.0033645249932529073,0.6098240334556687,0.026614716791465445,-0.09640921950444986,-0.06300640557422862
2011-12-31,0.17393289950503257,0.01860774545676699,0.09935492168977815,0.09792301595400639,-0.06529703360818574,0.14130282660500626,0.03272190138309034,0.015312535220877345,0.0018886578568174856,0.011571872794819775,0.6026271553722664,0.04137297254178463,-0.09482779553791965,-0.07649167523414073
2012-01-31,0.17327693986649484,0.01957780111235291,0.1012451567811266,0.09588895429837294,-0.06556388408637999,0.1411625406228333,0.03408435348193429,0.015298973598412728,-0.0016520213033035074,0.01055808016590595,0.6061224825672077,0.04007738623811439,-0.09643169752889098,-0.07364506581418105
2012-02-29,0.1740170451814899,0.019070261699678473,0.10245440369730248,0.09815877058239478,-0.06513936477536049,0.14286608270346224,0.03058040793408256,0.016378033837102665,-0.004281702650304269,0.010964362989166327,0.6053927737914937,0.04011319693778897,-0.09900111360785022,-0.07157315832044718
2012-03-31,0.1775384966005195,0.019181159727956747,0.10085571104854993,0.09989685038986497,-0.06348295124490375,0.14102059794987434,0.02802542018976197,0.017282572439956102,-0.003660026896176493,0.012674221711405946,0.6026272390783478,0.042478230705419166,-0.09955296914375618,-0.07488455255681996
2012-04-30,0.18247228731931533,0.020850529535895532,0.10183845906663988,0.10879789418980888,-0.058423663868752675,0.13789138132002327,0.027575941036501656,0.010613202573427283,-0.011481865215156374,0.009730534853889842,0.5996284313784334,0.04472163605778758,-0.09871092032694978,-0.07550384792086401
2012-05-31,0.18268842499879961,0.022060461570541694,0.09979815315268918,0.10695650727205931,-0.06109461014532604,0.1376010766860171,0.028052865315616342,0.011722188500115237,-0.01452942455479359,0.0021223444035209683,0.6099720306743556,0.04601333915138551,-0.09635707728950874,-0.07500627973547211
2012-06-30,0.1811600743383213,0.02801408810698693,0.09649552112111213,0.10957511992031395,-0.06736303029208686,0.13757316274740675,0.04134695657397551,0.016203248710862504,-0.009746845721492875,0.000607778828809328,0.599879330794237,0.05213839089780784,-0.09944368101967949,-0.08644011500657425
2012-07-31,0.17164336996415644,0.02897667141503951,0.09093818092470254,0.11358692689438771,-0.07976036530497072,0.13932837916815394,0.049083257751010766,0.029388588575080025,-0.002197951399318245,-0.004311003317516903,0.596582022761109,0.053796089443448894,-0.09701828557344716,-0.09003588130183594
2012-08-31,0.17365503127461002,0.03419005361910522,0.09279357475668089,0.11562814798634512,-0.08307344504591418,0.1414385333662673,0.04961171936806894,0.026697948498777047,-0.006330045841170543,-0.006175038685552038,0.598915296594108,0.05265765601555712,-0.1035817995858153,-0.08642763232106776
2012-09-30,0.1734768375128758,0.03427779024772238,0.09256370754643115,0.11563589961021764,-0.08270833481049641,0.1421258439853614,0.04978512825863775,0.025518522802734898,-0.006006003533498855,-0.005999086730728764,0.5979829026999459,0.05305777669386159,-0.10397265153080515,-0.08573833275225932
2012-10-31,0.14928728733756047,0.03895603476126325,0.08929707882010092,0.1143416374469972,-0.08376074204259149,0.13518429710670812,0.06905774148681887,0.02569111537938562,-0.010595540478523631,-0.013217549410575775,0.6075693185234482,0.04858466382660962,-0.09397333097650816,-0.07642201178069319
2012-11-30,0.13784068506338218,0.03164636664502888,0.08791407743940957,0.11886920888413445,-0.07856106520022223,0.1454577335670808,0.06422536494776783,0.023488610728687884,-0.004997766701780708,-0.009644970805299208,0.6050686166156972,0.044192097525133645,-0.0862222548369409,-0.0792767038720795
2012-12-31,0.12967232208727705,0.03451770233816575,0.0843228461341271,0.11574883878782272,-0.07426747043433544,0.13222148322741878,0.07047324935638723,0.015251353105214685,-0.005561515294975449,-0.014406001326411668,0.6197066601192327,0.039029485909698826,-0.07847459836420102,-0.06823435564542119
2013-01-31,0.15285075936064124,0.025306269293024326,0.08562058847213719,0.11252132832702393,-0.06930751723779065,0.1383091163389948,0.06535432431480354,-0.0012816416503421257,-0.012188858767470867,-0.004041600941588338,0.6101024629092495,0.03131846595807739,-0.07833609058775753,-0.05622760578900252
2013-02-28,0.1589912366812073,0.030227765285674873,0.07930502837003864,0.11263185447666652,-0.07213272061067295,0.13055814627389448,0.07134095351769337,0.000683644325270456,-0.014542132134123038,-0.004839716785666819,0.6071569170894174,0.0357750365245866,-0.07707753470403465,-0.058078478309952344
2013-03-31,0.16086384795356884,0.028384858825550825,0.08111797532346475,0.10992655223748514,-0.06944117317394878,0.12327776078016282,0.06415921730106362,-0.0006774371686309483,-0.016012412961951033,-0.0007376789725683101,0.6114690724714629,0.03604666523547619,-0.07683938288286332,-0.05153786496827269
2013-04-30,0.15704602442970658,0.022116678828785947,0.07540273323021374,0.11145698976753161,-0.05528076140543263,0.13210331675992573,0.05363667022825743,0.0022761669032675094,-0.014325633815897404,-0.0037397928710491963,0.6111876554110873,0.04482698959809012,-0.0789828656217945,-0.05772417144269213
2013-05-31,0.1693958971046575,0.029334206352812083,0.08709456704935581,0.1262356598885769,-0.04344621593430326,0.12269105927125518,0.028634105783242898,-0.007631805257718439,-0.01003900310087695,-0.0013182089024236748,0.6181986694165138,0.04221948505778355,-0.0886384108182076,-0.07273000591066771
2013-06-30,0.1617284309599137,0.028854704846935267,0.0806271742609176,0.12589671772385233,-0.041050426990967115,0.13234411431456078,0.03922589550054638,0.010264070895774328,-0.023619826324498924,-0.005170512783104403,0.6129701987267422,0.03397299855671738,-0.08534668083612747,-0.07069685885126197
2013-07-31,0.16328868222529558,0.025099053769051194,0.09275713854257892,0.11696851434033854,-0.04738863993109467,0.12785632875373462,0.03974992277174976,0.012521286374588598,-0.026016393589262752,0.0008085428337835795,0.6174677460578483,0.026564110053420104,-0.08857302770329352,-0.061103264498738326
2013-08-31,0.1700035026765275,0.015500584332580078,0.10045234717894386,0.11797266647378281,-0.043616638727259086,0.11947107831325379,0.02404352147297667,0.019593711746873323,-0.015423911659427804,0.007219005782009917,0.6211897219445566,0.02507918224771331,-0.08619071817308217,-0.07529405360944885
2013-09-30,0.18711810634958925,-0.011706483835586182,0.12134006303121424,0.12920819764182492,-0.034580911618723065,0.06648297325451595,0.049574761946797566,0.009539403539971979,0.006645368551468369,0.03171337852227509,0.5930850733057158,0.004761840178076283,-0.08276029061995796,-0.07042148024718237
